kind,id,id_type,name,parent_id,parent_name,radius_km,H,R,G,B,always_include
moon,607,id,Hyperion,699,Saturn,135.0,,200,200,190,True
moon,608,id,Iapetus,699,Saturn,734.5,,200,190,180,True
moon,609,id,Phoebe,699,Saturn,106.5,,150,150,150,True
moon,610,id,Janus,699,Saturn,89.0,,200,200,200,True
moon,611,id,Epimetheus,699,Saturn,58.0,,200,200,200,True
moon,612,id,Helene,699,Saturn,16.0,,200,200,200,True
moon,613,id,Telesto,699,Saturn,12.0,,200,200,200,True
moon,614,id,Calypso,699,Saturn,10.0,,200,200,200,True
moon,615,id,Atlas,699,Saturn,15.0,,200,200,200,True
moon,616,id,Prometheus,699,Saturn,43.0,,200,200,200,True
moon,617,id,Pandora,699,Saturn,40.0,,200,200,200,True
moon,618,id,Pan,699,Saturn,14.0,,200,200,200,True
moon,632,id,Methone,699,Saturn,1.6,,200,200,200,False
moon,633,id,Pallene,699,Saturn,2.5,,200,200,200,False
moon,634,id,Polydeuces,699,Saturn,1.3,,200,200,200,False
moon,635,id,Daphnis,699,Saturn,3.8,,200,200,200,False
moon,649,id,Anthe,699,Saturn,0.9,,200,200,200,False
moon,653,id,Aegaeon,699,Saturn,0.3,,200,200,200,False
moon,701,id,Ariel,799,Uranus,578.9,,190,200,220,True
moon,702,id,Umbriel,799,Uranus,584.7,,180,190,210,True
moon,703,id,Titania,799,Uranus,788.9,,180,190,200,True
moon,704,id,Oberon,799,Uranus,761.4,,180,190,200,True
moon,705,id,Miranda,799,Uranus,235.8,,170,175,180,True
moon,706,id,Cordelia,799,Uranus,20.0,,200,200,200,False
moon,707,id,Ophelia,799,Uranus,23.0,,200,200,200,False
moon,708,id,Bianca,799,Uranus,26.0,,200,200,200,False
moon,709,id,Cressida,799,Uranus,41.0,,200,200,200,False
moon,710,id,Desdemona,799,Uranus,34.0,,200,200,200,False
moon,711,id,Juliet,799,Uranus,47.0,,200,200,200,False
moon,712,id,Portia,799,Uranus,68.0,,200,200,200,False
moon,713,id,Rosalind,799,Uranus,36.0,,200,200,200,False
moon,714,id,Belinda,799,Uranus,45.0,,200,200,200,False
moon,715,id,Puck,799,Uranus,81.0,,200,200,200,True
moon,716,id,Caliban,799,Uranus,36.0,,190,190,190,True
moon,717,id,Sycorax,799,Uranus,75.0,,190,190,190,True
moon,801,id,Triton,899,Neptune,1353.4,,160,160,200,True
moon,802,id,Nereid,899,Neptune,170.0,,150,150,180,True
moon,803,id,Naiad,899,Neptune,33.0,,200,200,200,False
moon,804,id,Thalassa,899,Neptune,41.0,,200,200,200,False
moon,805,id,Despina,899,Neptune,75.0,,200,200,200,False
moon,806,id,Galatea,899,Neptune,88.0,,200,200,200,False
moon,807,id,Larissa,899,Neptune,97.0,,200,200,200,False
moon,808,id,Proteus,899,Neptune,210.0,,200,200,200,True
moon,809,id,Halimede,899,Neptune,31.0,,200,200,200,False
moon,810,id,Psamathe,899,Neptune,20.0,,200,200,200,False
moon,811,id,Sao,899,Neptune,22.0,,200,200,200,False
moon,812,id,Laomedeia,899,Neptune,21.0,,200,200,200,False
moon,813,id,Neso,899,Neptune,30.0,,200,200,200,False
moon,901,id,Charon,999,Pluto,606.0,,200,200,210,True
moon,902,id,Nix,999,Pluto,19.0,,210,210,230,True
moon,903,id,Hydra,999,Pluto,20.0,,210,210,230,True
moon,904,id,Kerberos,999,Pluto,6.0,,210,210,230,True
moon,905,id,Styx,999,Pluto,5.0,,210,210,230,True
asteroid,1,smallbody,(1) Ceres,,,473.0,3.34,210,210,210,True
asteroid,2,smallbody,(2) Pallas,,,256.0,4.13,200,200,200,True
asteroid,4,smallbody,(4) Vesta,,,262.7,3.2,200,180,160,True
asteroid,16,smallbody,(16) Psyche,,,110.0,5.9,200,200,200,True
asteroid,52,smallbody,(52) Europa,,,156.5,5.3,200,200,200,True
asteroid,216,smallbody,(216) Kleopatra,,,67.5,7.3,200,200,200,True
asteroid,253,smallbody,(253) Mathilde,,,26.5,10.3,200,200,200,True
asteroid,433,smallbody,(433) Eros,,,8.4,11.2,200,200,200,True
asteroid,511,smallbody,(511) Davida,,,140.0,6.2,200,200,200,True
asteroid,2867,smallbody,(2867) Steins,,,3.4,13.2,200,200,200,True
asteroid,4179,smallbody,(4179) Toutatis,,,2.8,15.3,200,200,200,True
asteroid,25143,smallbody,(25143) Itokawa,,,0.17,19.2,200,200,200,True
asteroid,243,smallbody,(243) Ida,,,15.7,9.9,200,200,200,True
asteroid,951,smallbody,(951) Gaspra,,,6.1,11.5,200,200,200,True
comet,90000030,id,1P/Halley,,,5.5,,230,230,255,True
asteroid,1,smallbody,1 Ceres (A801 AA),,,469.7,3.35,200,200,200,
asteroid,2,smallbody,2 Pallas (A802 FA),,,256.5,4.11,200,200,200,
asteroid,3,smallbody,3 Juno (A804 RA),,,123.298,5.19,200,200,200,
asteroid,4,smallbody,4 Vesta (A807 FA),,,261.385,3.25,200,200,200,
asteroid,5,smallbody,5 Astraea (A845 XA),,,53.3495,6.97,200,200,200,
asteroid,6,smallbody,6 Hebe (A847 NA),,,92.59,5.61,200,200,200,
asteroid,7,smallbody,7 Iris (A847 PA),,,99.915,5.68,200,200,200,
asteroid,8,smallbody,8 Flora (A847 UA),,,73.7455,6.61,200,200,200,
asteroid,9,smallbody,9 Metis (A848 HA),,,95.0,6.33,200,200,200,
asteroid,10,smallbody,10 Hygiea (A849 GA),,,203.56,5.64,200,200,200,
asteroid,11,smallbody,11 Parthenope (A850 JA),,,71.4435,6.73,200,200,200,
asteroid,12,smallbody,12 Victoria (A850 RA),,,57.5435,7.29,200,200,200,
asteroid,13,smallbody,13 Egeria (A850 VA),,,101.318,6.91,200,200,200,
asteroid,14,smallbody,14 Irene (A851 KA),,,76.0,6.54,200,200,200,
asteroid,15,smallbody,15 Eunomia (A851 OA),,,115.8445,5.43,200,200,200,
asteroid,16,smallbody,16 Psyche (A852 FA),,,111.0,6.2,200,200,200,
asteroid,17,smallbody,17 Thetis (A852 HA),,,42.4495,7.92,200,200,200,
asteroid,18,smallbody,18 Melpomene (A852 MA),,,69.797,6.35,200,200,200,
asteroid,19,smallbody,19 Fortuna (A852 QA),,,100.0,7.49,200,200,200,
asteroid,20,smallbody,20 Massalia (A852 SA),,,67.84,6.54,200,200,200,
asteroid,21,smallbody,21 Lutetia (A852 VA),,,49.0,7.49,200,200,200,
asteroid,22,smallbody,22 Kalliope (A852 WA),,,83.768,6.79,200,200,200,
asteroid,23,smallbody,23 Thalia (A852 XA),,,53.765,7.13,200,200,200,
asteroid,24,smallbody,24 Themis (A853 GA),,,99.0,7.22,200,200,200,
asteroid,25,smallbody,25 Phocaea (A853 GB),,,30.527,7.87,200,200,200,
asteroid,26,smallbody,26 Proserpina (A853 JA),,,47.4,7.48,200,200,200,
asteroid,27,smallbody,27 Euterpe (A853 VA),,,48.0,7.03,200,200,200,
asteroid,28,smallbody,28 Bellona (A854 EA),,,60.45,7.23,200,200,200,
asteroid,29,smallbody,29 Amphitrite (A854 EB),,,94.7795,5.97,200,200,200,
asteroid,30,smallbody,30 Urania (A854 OA),,,46.3935,7.57,200,200,200,
asteroid,31,smallbody,31 Euphrosyne (A854 RA),,,133.54,6.81,200,200,200,
asteroid,32,smallbody,32 Pomona (A854 UA),,,40.38,7.75,200,200,200,
asteroid,33,smallbody,33 Polyhymnia (A854 UB),,,26.4645,8.47,200,200,200,
asteroid,34,smallbody,34 Circe (A855 GA),,,66.496,8.76,200,200,200,
asteroid,35,smallbody,35 Leukothea (A855 HA),,,51.5275,8.69,200,200,200,
asteroid,36,smallbody,36 Atalante (A855 TA),,,66.421,8.57,200,200,200,
asteroid,37,smallbody,37 Fides (A855 TB),,,54.175,7.34,200,200,200,
asteroid,38,smallbody,38 Leda (A856 AA),,,46.1275,8.49,200,200,200,
asteroid,39,smallbody,39 Laetitia (A856 CA),,,89.742,5.97,200,200,200,
asteroid,40,smallbody,40 Harmonia (A856 FA),,,55.6255,6.56,200,200,200,
asteroid,41,smallbody,41 Daphne (A856 KA),,,102.7475,7.58,200,200,200,
asteroid,42,smallbody,42 Isis (A856 KB),,,55.4985,7.7,200,200,200,
asteroid,43,smallbody,43 Ariadne (A857 GA),,,35.67,7.94,200,200,200,
asteroid,44,smallbody,44 Nysa (A857 KA),,,35.32,6.75,200,200,200,
asteroid,45,smallbody,45 Eugenia (A857 MA),,,101.1635,7.76,200,200,200,
asteroid,46,smallbody,46 Hestia (A857 QA),,,65.7355,8.51,200,200,200,
asteroid,47,smallbody,47 Aglaja (A857 RA),,,84.087,8.17,200,200,200,
asteroid,48,smallbody,48 Doris (A857 SA),,,108.2365,7.12,200,200,200,
asteroid,49,smallbody,49 Pales (A857 SB),,,83.126,7.99,200,200,200,
asteroid,50,smallbody,50 Virginia (A857 TA),,,42.037,9.43,200,200,200,
asteroid,51,smallbody,51 Nemausa (A858 BA),,,69.0795,7.73,200,200,200,
asteroid,52,smallbody,52 Europa (A858 CA),,,151.959,6.65,200,200,200,
asteroid,53,smallbody,53 Kalypso (A858 GA),,,48.631,8.89,200,200,200,
asteroid,54,smallbody,54 Alexandra (A858 RA),,,80.06,7.96,200,200,200,
asteroid,55,smallbody,55 Pandora (A858 RB),,,42.397,7.84,200,200,200,
asteroid,56,smallbody,56 Melete (A857 RB),,,60.6665,8.53,200,200,200,
asteroid,57,smallbody,57 Mnemosyne (A859 SA),,,56.295,6.94,200,200,200,
asteroid,58,smallbody,58 Concordia (A860 FA),,,53.2585,9.02,200,200,200,
asteroid,59,smallbody,59 Elpis (A860 RA),,,82.5595,8.09,200,200,200,
asteroid,60,smallbody,60 Echo (A860 RB),,,21.609,8.64,200,200,200,
asteroid,61,smallbody,61 Danae (A860 RC),,,42.9685,7.74,200,200,200,
asteroid,62,smallbody,62 Erato (A860 RD),,,53.4605,8.9,200,200,200,
asteroid,63,smallbody,63 Ausonia (A861 CA),,,58.022,7.13,200,200,200,
asteroid,64,smallbody,64 Angelina (A861 EA),,,29.146,7.73,200,200,200,
asteroid,65,smallbody,65 Cybele (A861 EB),,,118.63,6.83,200,200,200,
asteroid,66,smallbody,66 Maja (A861 GA),,,35.91,9.48,200,200,200,
asteroid,67,smallbody,67 Asia (A861 HA),,,28.1545,8.38,200,200,200,
asteroid,68,smallbody,68 Leto (A861 HB),,,61.2545,6.9,200,200,200,
asteroid,69,smallbody,69 Hesperia (A861 HC),,,69.065,7.21,200,200,200,
asteroid,70,smallbody,70 Panopaea (A861 JA),,,63.9555,8.17,200,200,200,
asteroid,71,smallbody,71 Niobe (A861 PA),,,41.71,7.24,200,200,200,
asteroid,72,smallbody,72 Feronia (A861 KA),,,37.483,9.06,200,200,200,
asteroid,73,smallbody,73 Klytia (A862 GA),,,22.295,9.06,200,200,200,
asteroid,74,smallbody,74 Galatea (A862 QA),,,59.355,8.93,200,200,200,
asteroid,75,smallbody,75 Eurydike (A862 SA),,,31.1885,9.23,200,200,200,
asteroid,76,smallbody,76 Freia (A862 UA),,,72.7115,8.0,200,200,200,
asteroid,77,smallbody,77 Frigga (A862 VA),,,30.695,8.59,200,200,200,
asteroid,78,smallbody,78 Diana (A863 EA),,,60.3,8.3,200,200,200,
asteroid,79,smallbody,79 Eurynome (A863 RA),,,31.7395,7.78,200,200,200,
asteroid,80,smallbody,80 Sappho (A864 JA),,,34.2815,8.05,200,200,200,
asteroid,81,smallbody,81 Terpsichore (A864 SA),,,58.8635,8.69,200,200,200,
asteroid,82,smallbody,82 Alkmene (A864 WA),,,28.8105,8.26,200,200,200,
asteroid,83,smallbody,83 Beatrix (A865 HA),,,55.2515,8.73,200,200,200,
asteroid,84,smallbody,84 Klio (A865 QA),,,39.58,9.32,200,200,200,
asteroid,85,smallbody,85 Io (A865 SA),,,77.395,7.94,200,200,200,
asteroid,86,smallbody,86 Semele (A866 AA),,,54.9645,8.71,200,200,200,
asteroid,87,smallbody,87 Sylvia (A866 KA),,,126.5255,6.93,200,200,200,
asteroid,88,smallbody,88 Thisbe (A866 LA),,,116.0,7.25,200,200,200,
asteroid,89,smallbody,89 Julia (A866 PA),,,72.7415,6.38,200,200,200,
asteroid,90,smallbody,90 Antiope (A866 TA),,,57.987,8.43,200,200,200,
asteroid,91,smallbody,91 Aegina (A866 VA),,,51.701,9.12,200,200,200,
asteroid,92,smallbody,92 Undina (A867 NA),,,63.21,6.71,200,200,200,
asteroid,93,smallbody,93 Minerva (A867 QA),,,77.0775,7.9,200,200,200,
asteroid,94,smallbody,94 Aurora (A867 RA),,,102.445,7.71,200,200,200,
asteroid,95,smallbody,95 Arethusa (A867 WA),,,73.9845,7.97,200,200,200,
asteroid,96,smallbody,96 Aegle (A868 DA),,,88.887,7.66,200,200,200,
asteroid,97,smallbody,97 Klotho (A868 DB),,,50.3585,7.79,200,200,200,
asteroid,98,smallbody,98 Ianthe (A868 HA),,,66.394,8.96,200,200,200,
asteroid,99,smallbody,99 Dike (A868 KA),,,33.677,9.47,200,200,200,
asteroid,100,smallbody,100 Hekate (A868 NA),,,42.867,7.75,200,200,200,
asteroid,101,smallbody,101 Helena (A868 PA),,,32.92,8.39,200,200,200,
asteroid,102,smallbody,102 Miriam (A868 QA),,,41.2975,9.46,200,200,200,
asteroid,103,smallbody,103 Hera (A868 RA),,,41.954,7.74,200,200,200,
asteroid,104,smallbody,104 Klymene (A868 RB),,,68.2765,8.53,200,200,200,
asteroid,105,smallbody,105 Artemis (A868 SA),,,47.432,8.75,200,200,200,
asteroid,106,smallbody,106 Dione (A868 TA),,,103.9345,7.76,200,200,200,
asteroid,107,smallbody,107 Camilla (A868 WA),,,105.185,7.1,200,200,200,
asteroid,108,smallbody,108 Hecuba (A869 GB),,,37.749,7.96,200,200,200,
asteroid,109,smallbody,109 Felicitas (A869 TA),,,41.294,8.98,200,200,200,
asteroid,110,smallbody,110 Lydia (A870 HA),,,43.045,7.84,200,200,200,
asteroid,111,smallbody,111 Ate (A870 PA),,,63.172,8.21,200,200,200,
asteroid,112,smallbody,112 Iphigenia (A870 SA),,,34.909,9.76,200,200,200,
asteroid,113,smallbody,113 Amalthea (A871 EA),,,25.0685,8.54,200,200,200,
asteroid,114,smallbody,114 Kassandra (A871 OA),,,47.089,8.46,200,200,200,
asteroid,115,smallbody,115 Thyra (A871 PA),,,39.915,7.75,200,200,200,
asteroid,116,smallbody,116 Sirona (A871 RA),,,35.85,7.78,200,200,200,
asteroid,117,smallbody,117 Lomia (A871 RB),,,104.487,8.15,200,200,200,
asteroid,118,smallbody,118 Peitho (A872 EA),,,20.1055,8.92,200,200,200,
asteroid,119,smallbody,119 Althaea (A872 GA),,,28.65,8.34,200,200,200,
asteroid,120,smallbody,120 Lachesis (A872 GB),,,77.566,7.78,200,200,200,
asteroid,121,smallbody,121 Hermione (A872 JA),,,104.5,7.4,200,200,200,
asteroid,122,smallbody,122 Gerda (A872 OA),,,35.338,7.67,200,200,200,
asteroid,123,smallbody,123 Brunhild (A872 OB),,,22.6045,8.97,200,200,200,
asteroid,124,smallbody,124 Alkeste (A872 QA),,,44.324,8.06,200,200,200,
asteroid,125,smallbody,125 Liberatrix (A872 RA),,,24.209,8.93,200,200,200,
asteroid,126,smallbody,126 Velleda (A872 VA),,,22.41,9.25,200,200,200,
asteroid,127,smallbody,127 Johanna (A872 VB),,,61.0,8.55,200,200,200,
asteroid,128,smallbody,128 Nemesis (A872 WA),,,81.2575,7.67,200,200,200,
asteroid,129,smallbody,129 Antigone (A873 CA),,,56.5,7.01,200,200,200,
asteroid,130,smallbody,130 Elektra (A873 DA),,,90.326,7.46,200,200,200,
asteroid,133,smallbody,133 Cyrene (A873 QA),,,36.0875,8.04,200,200,200,
asteroid,134,smallbody,134 Sophrosyne (A873 SA),,,54.0,8.97,200,200,200,
asteroid,135,smallbody,135 Hertha (A874 DA),,,39.62,8.32,200,200,200,
asteroid,137,smallbody,137 Meliboea (A874 HA),,,64.339,8.35,200,200,200,
asteroid,138,smallbody,138 Tolosa (A874 KA),,,26.4525,9.02,200,200,200,
asteroid,139,smallbody,139 Juewa (A874 TA),,,75.558,8.05,200,200,200,
asteroid,140,smallbody,140 Siwa (A874 TB),,,54.895,8.45,200,200,200,
asteroid,141,smallbody,141 Lumen (A875 AA),,,58.958,8.38,200,200,200,
asteroid,142,smallbody,142 Polana (A875 BA),,,27.406,10.54,200,200,200,
asteroid,143,smallbody,143 Adria (A875 DA),,,47.6885,9.33,200,200,200,
asteroid,144,smallbody,144 Vibilia (A875 LA),,,71.19,8.07,200,200,200,
asteroid,145,smallbody,145 Adeona (A875 LB),,,63.8915,8.41,200,200,200,
asteroid,146,smallbody,146 Lucina (A875 LC),,,80.155,8.51,200,200,200,
asteroid,147,smallbody,147 Protogeneia (A875 NA),,,66.465,8.73,200,200,200,
asteroid,148,smallbody,148 Gallia (A875 PA),,,48.875,7.58,200,200,200,
asteroid,150,smallbody,150 Nuwa (A875 UA),,,59.564,8.58,200,200,200,
asteroid,152,smallbody,152 Atala (A875 VB),,,29.482,8.37,200,200,200,
asteroid,153,smallbody,153 Hilda (A875 VC),,,85.315,7.74,200,200,200,
asteroid,154,smallbody,154 Bertha (A875 VD),,,96.3055,7.65,200,200,200,
asteroid,156,smallbody,156 Xanthippe (A875 WA),,,71.673,8.81,200,200,200,
asteroid,159,smallbody,159 Aemilia (A876 BA),,,62.618,8.28,200,200,200,
asteroid,160,smallbody,160 Una (A876 DA),,,40.62,9.06,200,200,200,
asteroid,161,smallbody,161 Athor (A876 HA),,,20.496,9.31,200,200,200,
asteroid,162,smallbody,162 Laurentia (A876 HB),,,48.5105,9.1,200,200,200,
asteroid,163,smallbody,163 Erigone (A876 HC),,,40.7895,9.77,200,200,200,
asteroid,164,smallbody,164 Eva (A876 NA),,,50.127,8.77,200,200,200,
asteroid,165,smallbody,165 Loreley (A876 PA),,,90.0415,7.81,200,200,200,
asteroid,166,smallbody,166 Rhodope (A876 PB),,,26.1965,9.88,200,200,200,
asteroid,168,smallbody,168 Sibylla (A876 SA),,,72.683,8.27,200,200,200,
asteroid,171,smallbody,171 Ophelia (A877 AB),,,65.404,8.63,200,200,200,
asteroid,172,smallbody,172 Baucis (A877 CA),,,31.215,8.71,200,200,200,
asteroid,173,smallbody,173 Ino (A877 PA),,,62.9105,7.92,200,200,200,
asteroid,174,smallbody,174 Phaedra (A877 RA),,,32.4245,8.4,200,200,200,
asteroid,175,smallbody,175 Andromache (A877 TA),,,47.266,8.62,200,200,200,
asteroid,176,smallbody,176 Iduna (A877 TB),,,53.488,8.44,200,200,200,
asteroid,177,smallbody,177 Irma (A877 VA),,,34.5245,9.63,200,200,200,
asteroid,179,smallbody,179 Klytaemnestra (A877 VC),,,34.973,8.27,200,200,200,
asteroid,181,smallbody,181 Eucharis (A878 CB),,,57.6915,8.07,200,200,200,
asteroid,184,smallbody,184 Dejopeja (A878 DA),,,31.2415,8.38,200,200,200,
asteroid,185,smallbody,185 Eunike (A878 EA),,,80.232,7.63,200,200,200,
asteroid,186,smallbody,186 Celuta (A878 GA),,,24.995,9.09,200,200,200,
asteroid,187,smallbody,187 Lamberta (A878 GB),,,73.647,8.38,200,200,200,
asteroid,190,smallbody,190 Ismene (A878 SA),,,79.5,7.88,200,200,200,
asteroid,191,smallbody,191 Kolga (A878 SB),,,47.268,9.09,200,200,200,
asteroid,192,smallbody,192 Nausikaa (A879 DA),,,49.388,7.2,200,200,200,
asteroid,194,smallbody,194 Prokne (A879 FA),,,80.8335,7.84,200,200,200,
asteroid,195,smallbody,195 Eurykleia (A879 HA),,,46.5545,9.23,200,200,200,
asteroid,196,smallbody,196 Philomela (A879 JA),,,72.313,6.72,200,200,200,
asteroid,198,smallbody,198 Ampella (A879 LA),,,27.1615,8.49,200,200,200,
asteroid,199,smallbody,199 Byblis (A879 NA),,,38.0645,8.44,200,200,200,
asteroid,200,smallbody,200 Dynamene (A879 OA),,,64.1505,8.45,200,200,200,
asteroid,201,smallbody,201 Penelope (A879 PA),,,42.9385,8.57,200,200,200,
asteroid,202,smallbody,202 Chryseis (A879 RA),,,43.075,7.67,200,200,200,
asteroid,203,smallbody,203 Pompeja (A879 SA),,,62.296,8.93,200,200,200,
asteroid,204,smallbody,204 Kallisto (A879 TA),,,24.283,8.98,200,200,200,
asteroid,205,smallbody,205 Martha (A879 TB),,,38.4915,9.43,200,200,200,
asteroid,206,smallbody,206 Hersilia (A879 TC),,,56.5,8.93,200,200,200,
asteroid,207,smallbody,207 Hedda (A879 UA),,,28.94,10.26,200,200,200,
asteroid,208,smallbody,208 Lacrimosa (A879 UB),,,20.028,9.26,200,200,200,
asteroid,209,smallbody,209 Dido (A879 UC),,,89.504,8.3,200,200,200,
asteroid,210,smallbody,210 Isabella (A879 VA),,,43.325,9.38,200,200,200,
asteroid,211,smallbody,211 Isolda (A879 XA),,,70.5625,7.96,200,200,200,
asteroid,212,smallbody,212 Medea (A880 CA),,,68.06,8.48,200,200,200,
asteroid,213,smallbody,213 Lilaea (A880 DA),,,41.048,9.1,200,200,200,
asteroid,216,smallbody,216 Kleopatra (A880 GB),,,61.0,7.04,200,200,200,
asteroid,217,smallbody,217 Eudora (A880 QA),,,32.696,9.91,200,200,200,
asteroid,218,smallbody,218 Bianca (A880 RA),,,30.31,8.68,200,200,200,
asteroid,221,smallbody,221 Eos (A882 BA),,,47.7345,7.72,200,200,200,
asteroid,222,smallbody,222 Lucia (A882 CA),,,27.675,9.62,200,200,200,
asteroid,223,smallbody,223 Rosa (A882 EA),,,39.903,9.87,200,200,200,
asteroid,224,smallbody,224 Oceana (A882 FA),,,29.118,8.68,200,200,200,
asteroid,225,smallbody,225 Henrietta (A882 HA),,,47.967,8.78,200,200,200,
asteroid,227,smallbody,227 Philosophia (A882 PA),,,61.9455,9.13,200,200,200,
asteroid,229,smallbody,229 Adelinda (A882 QB),,,52.956,9.33,200,200,200,
asteroid,230,smallbody,230 Athamantis (A882 RA),,,55.666,7.5,200,200,200,
asteroid,231,smallbody,231 Vindobona (A882 RB),,,36.7725,9.69,200,200,200,
asteroid,232,smallbody,232 Russia (A883 BA),,,27.365,10.59,200,200,200,
asteroid,233,smallbody,233 Asterope (A883 JA),,,49.836,8.43,200,200,200,
asteroid,234,smallbody,234 Barbara (A883 PA),,,22.738,9.12,200,200,200,
asteroid,235,smallbody,235 Carolina (A883 WA),,,28.7585,8.98,200,200,200,
asteroid,236,smallbody,236 Honoria (A884 HA),,,38.854,8.19,200,200,200,
asteroid,237,smallbody,237 Coelestina (A884 MA),,,20.54,9.16,200,200,200,
asteroid,238,smallbody,238 Hypatia (A884 NA),,,77.8295,8.04,200,200,200,
asteroid,240,smallbody,240 Vanadis (A884 QB),,,43.964,9.15,200,200,200,
asteroid,241,smallbody,241 Germania (A884 RA),,,84.45,7.75,200,200,200,
asteroid,242,smallbody,242 Kriemhild (A884 SA),,,20.401,9.52,200,200,200,
asteroid,245,smallbody,245 Vera (A885 CA),,,37.9745,7.96,200,200,200,
asteroid,246,smallbody,246 Asporina (A885 EA),,,25.4455,8.63,200,200,200,
asteroid,247,smallbody,247 Eukrate (A885 EB),,,65.4675,8.16,200,200,200,
asteroid,248,smallbody,248 Lameia (A885 LA),,,25.06,10.25,200,200,200,
asteroid,250,smallbody,250 Bettina (A885 RA),,,60.4975,7.68,200,200,200,
asteroid,252,smallbody,252 Clementina (A885 TB),,,32.672,9.94,200,200,200,
asteroid,253,smallbody,253 Mathilde (A885 VA),,,26.4,10.35,200,200,200,
asteroid,255,smallbody,255 Oppavia (A886 FB),,,28.4695,10.53,200,200,200,
asteroid,256,smallbody,256 Walpurga (A886 GA),,,33.317,9.92,200,200,200,
asteroid,257,smallbody,257 Silesia (A886 GB),,,36.33,9.68,200,200,200,
asteroid,258,smallbody,258 Tyche (A886 JA),,,32.39,8.26,200,200,200,
asteroid,259,smallbody,259 Aletheia (A886 MA),,,87.159,7.81,200,200,200,
asteroid,260,smallbody,260 Huberta (A886 TA),,,50.7695,9.28,200,200,200,
asteroid,261,smallbody,261 Prymno (A886 UA),,,25.0055,9.55,200,200,200,
asteroid,264,smallbody,264 Libussa (A886 YA),,,31.4845,8.31,200,200,200,
asteroid,266,smallbody,266 Aline (A887 KA),,,54.747,8.72,200,200,200,
asteroid,267,smallbody,267 Tirza (A887 KB),,,27.999,10.23,200,200,200,
asteroid,268,smallbody,268 Adorea (A887 LA),,,72.2925,8.61,200,200,200,
asteroid,269,smallbody,269 Justitia (A887 SA),,,25.364,9.7,200,200,200,
asteroid,270,smallbody,270 Anahita (A887 TA),,,25.7,8.88,200,200,200,
asteroid,271,smallbody,271 Penthesilea (A887 TB),,,32.9505,9.86,200,200,200,
asteroid,275,smallbody,275 Sapientia (A888 GB),,,51.5,9.04,200,200,200,
asteroid,276,smallbody,276 Adelheid (A888 HA),,,57.3615,8.57,200,200,200,
asteroid,279,smallbody,279 Thule (A888 UA),,,63.295,8.58,200,200,200,
asteroid,280,smallbody,280 Philia (A888 UB),,,22.845,10.98,200,200,200,
asteroid,283,smallbody,283 Emma (A889 CA),,,66.1925,8.78,200,200,200,
asteroid,284,smallbody,284 Amalia (A889 KA),,,26.475,10.31,200,200,200,
asteroid,285,smallbody,285 Regina (A889 PA),,,23.578,10.94,200,200,200,
asteroid,286,smallbody,286 Iclea (A889 PB),,,47.15,9.02,200,200,200,
asteroid,287,smallbody,287 Nephthys (A889 QA),,,29.8075,8.26,200,200,200,
asteroid,293,smallbody,293 Brasilia (A890 KA),,,28.743,10.23,200,200,200,
